Primary__Hotel Name,Primary__Google Travel,Primary__Total Reviews,Primary__Rating,Primary__Hotel Address,Primary__Contact Number,Primary__Official Website Link,Primary__Date,Primary__Check In Time,Primary__Check Out Time,Rates__Site Name,Rates__Price,Reviews__name,Reviews__review,Reviews__service rate__Rooms,Reviews__service rate__Service,Reviews__service rate__Location,Tripadvisor Ratings__Location,Tripadvisor Ratings__Cleanliness,Tripadvisor Ratings__Service,Tripadvisor Ratings__Value
,,,,,,,,,,,,Anonymous,I've stayed here 3 times with problems each time. Staff is friendly but housekeeping needs improvement,,,,,,,
,,,,,,,,,,,,Anonymous,Just did. Don’t waste my time with forced responses.,,,,,,,
,,,,,,,,,,,,Anonymous,Would never stay there again. Very disappointed. The pictures online very deceiving.  I don't know how this hotel stays in business.,,,,,,,
,,,,,,,,,,,,Anonymous,"Good but could be a lot better , location is perfect and accommodation is there, just got to use it",,,,,,,
,,,,,,,,,,,,Anonymous,not happy about the work it took once we got home to insure we did not bring the bed bugs inside our home,,,,,,,
,,,,,,,,,,,,Katie Wolk,Room was lovely and large. Breakfast was excellent and exceeded expectations.,,,,,,,
,,,,,,,,,,,,John Herger,Average accommodations at best not  good for the weekend over 50 crowd especially at the higher prices they ask.,,,,,,,
,,,,,,,,,,,,Heather Brose,Restrooms and conference room were clean. I did not have much interaction with staff at all since it was a private event,,,,,,,
,,,,,,,,,,,,Anonymous,We had a pleasant stay at johnsoncreek Wisconsin. Very quiet with restaurants close in range.,,,,,,,
,,,,,,,,,,,,Anonymous,It was a good hotel. We have stayed their many times,,,,,,,
,,,,,,,,,,,,Anonymous,Would definitely stay again!  Clean and comfortable hotel.,5,5,5,,,,
,,,,,,,,,,,,Anonymous,Everything we used was great.  The staff gave us a good recommendation for the evening meal.,,,,,,,
,,,,,,,,,,,,Anonymous,Excellent customer service!   Great biker party!  Will definitely return.,,,,,,,
,,,,,,,,,,,,Anonymous,The stay was only one night but was what I expected. Clean room and reasonable price.,,,,,,,
,,,,,,,,,,,,Anonymous,"Nice hotel with pleasant staff.  Off the beaten path, away from the high traffic area.",,,,,,,
,,,,,,,,,,,,Anonymous,This facility is one of our favorite motels.  Have stayed here a few times per year.,,,,,,,
,,,,,,,,,,,,Anonymous,Would not recommendDirty sofaShower drain does not drainNoisy neighbor,,,,,,,
,,,,,,,,,,,,Anonymous,"It was a Clean, friendly and professional environment. Would stay again.",,,,,,,
,,,,,,,,,,,,Anonymous,It’s on the survey. The points a person builds up can’t be easily use.,,,,,,,
,,,,,,,,,,,,Anonymous,"Hotel was clean, staff well informed on points, excellent follow up to broken fridge and hallway spill.",,,,,,,
,,,,,,,,,,,,Anonymous,"A great hotel, and a great value for your money!I'd definintely recommend it.",,,,,,,
,,,,,,,,,,,,Anonymous,I highly recommend this hotel for an enjoyable and relaxing getaway.,,,,,,,
,,,,,,,,,,,,Anonymous,Choice hotels just keeps going down hill no matter where you stay.,,,,,,,
,,,,,,,,,,,,Kevin Griffin,"Staff was friendly, rooms were big. Bathrooms could use a towel bar.",,,,,,,
,,,,,,,,,,,,Anonymous,Big clean rooms. Quiet inside and out. Recommend for business stay.,,,,,,,
,,,,,,,,,,,,Anonymous,Excellent Service - spacious rooms.  Good value.  Good breakfast,,,,,,,
,,,,,,,,,,,,Anonymous,"Great value, nice wedding reception space great pool area,   Great breakfast and staff",,,,,,,
,,,,,,,,,,,,Anonymous,We return here because we enjoy the breakfast and the pool area. It's a great location too,,,,,,,
,,,,,,,,,,,,Anonymous,Very pleasant stay. We have stayed here before and will return again.,,,,,,,
,,,,,,,,,,,,Anonymous,"Average little things not completed like message light off,  toilet paper on roll.  Not as good as it use to be but best in area",,,,,,,
,,,,,,,,,,,,Anonymous,The newly renovated rooms and upgraded pool area make this hotel a travelers paradise.,,,,,,,
,,,,,,,,,,,,Shelli York,"Beautiful clean hotel, great staff and delicious breakfast in the morning.",,,,,,,
,,,,,,,,,,,,Anonymous,"Rooms were clean, comfortable beds very friendly staff!",,,,,,,
,,,,,,,,,,,,Anonymous,Nice hotel but room look like it was just quickly vacuumed and that's about it.,,,,,,,
,,,,,,,,,,,,Anonymous,Service was good.  Room was not clean but we were able to move.,,,,,,,
,,,,,,,,,,,,Anonymous,Great place.  Have stayed here twice and it was excellent each time.,,,,,,,
,,,,,,,,,,,,Anonymous,"Nice place to stay, just a little expensive. We have came back to the same place for four years.",,,,,,,
,,,,,,,,,,,,Crystal Petosky,Nice hotel.  Kids love the pool. Best hotel breakfast.,,,,,,,
,,,,,,,,,,,,Anonymous,Good hotel right off the interstate.  Warm welcoming staff and accommodations.,,,,,,,
,,,,,,,,,,,,Anonymous,Compared to other hotels I've stayed in and I've traveled around the entire country this hotel this time for the money was not great.,,,,,,,
,,,,,,,,,,,,Anonymous,"NICE LOCATION, CLEAN, COMFORTABLE, GOOD VALUE, NICE SELECTION FOR BREAKFAST, PARKING WAS NO PROBLEM. BED AS COMFORTABLE, ROOM WAS SPACIOUS.",,,,,,,
,,,,,,,,,,,,Anonymous,Great value for this hotel. Hotel staff was always helpful in list room keys,,,,,,,
,,,,,,,,,,,,Anonymous,"Everything her ewas excellent, including the room, pool area, breakfast, and cleanliness.",,,,,,,
,,,,,,,,,,,,Anonymous,I love comfort suites and will book any time there is one where I am looking to stay.,,,,,,,
,,,,,,,,,,,,Anonymous,"Comfortable bed with nice food selection, needs bigger pillows",,,,,,,
,,,,,,,,,,,,James Levart,"Great staff and accommodations, nice & quiet loving our stay here!",,,,,,,
,,,,,,,,,,,,Anonymous,We have stayed here many times before.  Always a pleasant stay.,,,,,,,
,,,,,,,,,,,,Anonymous,This is an outstanding hotel. Definitely one of the best Comfort Suites in the US.,,,,,,,
,,,,,,,,,,,,Anonymous,#NAME?,,,,,,,
,,,,,,,,,,,,Anonymous,"Over all experience was Okay.  We have stayed at better, we have stayed at worse all across the country.",,,,,,,
,,,,,,,,,,,,Michael Wilson,"Spacious rooms; clean and very comfortable. Pet friendly, too.",,,,,,,
,,,,,,,,,,,,Nick,"Good value, clean and quick stay, very happy and a great place to catch some zzz’s",,,,,,,
,,,,,,,,,,,,Anonymous,The wait to get into the room was bad. We waited over 3 hours for our room. No apology. No discount.,,,,,,,
,,,,,,,,,,,,Anonymous,Staff was very helpful in recommending restaurants. Breakfast was good.,,,,,,,
,,,,,,,,,,,,Anonymous,Nice place to stay. Good breakfast bar. Nice pool area,,,,,,,
,,,,,,,,,,,,Anonymous,Very nice experience. Comfort Inn's are our favorite places to stay.,,,,,,,
,,,,,,,,,,,,Anonymous,Too much variation in rate charge between wedding guests. Shop around online for a better rate.,,,,,,,
,,,,,,,,,,,,Anonymous,The pool created a perfect mini-vacation for my son’s birthday weekend.,,,,,,,
,,,,,,,,,,,,Anonymous,Have stayed at this hotel several times and will continue to stay when visiting family.,,,,,,,
,,,,,,,,,,,,Anonymous,Very nice 1st floor but rooms are very average.  Breakfast food is average,,,,,,,
,,,,,,,,,,,,Anonymous,The bar could have been open as advertised. Better supervision in pool area.,,,,,,,
,,,,,,,,,,,,Anonymous,If the Accomodations could equal the quality of the staff you would have something to market to the public.,,,,,,,
,,,,,,,,,,,,Anonymous,It was very nice and our grandchildren loved the pool area.,,,,,,,
,,,,,,,,,,,,Jennifer,I stayed for work and will be back! They make you feel very welcome! Location is awesome!,,,,,,,
,,,,,,,,,,,,Anonymous,"Nice, clean hotel near the outlet mall. Close to highway. Good, hot breakfast.",,,,,,,
,,,,,,,,,,,,Anonymous,Super Place To Stay!  Highly Recommend!  A Little Hard To Find But Well Worth It!  Follow The Well Posted Signs.,,,,,,,
,,,,,,,,,,,,Anonymous,"Friendly staff, clean, comfortable. Hot tub is amazing!",,,,,,,
,,,,,,,,,,,,Anonymous,Very awesome hotel will more than likely go back very soon for anothet get away,,,,,,,
,,,,,,,,,,,,Anonymous,"Over priced, poor service, dirty room, spent over 30 minutes on hold collecting throughout the week trying to get in touch with the front desk staff over several phone calls.",,,,,,,
,,,,,,,,,,,,Gracie Lou Merrier,"Good service... Bathroom left a bit to be desired, but comfortable bed.",,,,,,,
,,,,,,,,,,,,Anonymous,really good staff;decent roomsa little off the main roadssecond stay,,,,,,,
,,,,,,,,,,,,Anonymous,"I do business often in that area and it's going to be my ""home away from home"".Next time I'm bringing my swimsuit!",,,,,,,
,,,,,,,,,,,,Anonymous,Great experience. My family really enjoyed the family suite and the pool.,,,,,,,
,,,,,,,,,,,,Anonymous,Room was great and a great price. Would definitely book a room there again.,,,,,,,
,,,,,,,,,,,,Anonymous,"The hotel was great-clean, friendly staff, and an awesome breakfast.",,,,,,,
,,,,,,,,,,,,Anonymous,"rate a 8 out of ten. friendly staff, nice breakfast, large pool area, good location",,,,,,,
,,,,,,,,,,,,Synnova Olson,Such a wonderful place to stay. Amazing continental breakfast.,,,,,,,
,,,,,,,,,,,,Fawn Thier,Rooms are very nice and clean.,,,,,,,
,,,,,,,,,,,,Anonymous,Great clean hotel with an awesome swimming are for the kids & friendly helpful staff.,,,,,,,
,,,,,,,,,,,,Mathew Bishop,Good place to stay! Would definitely stay here again when I work out that way!,,,,,,,
,,,,,,,,,,,,carissa cochran,Awesome pool.. great clean rooms .. defiantly going again..,,,,,,,
,,,,,,,,,,,,Anonymous,"Clean, large rooms, great breakfast and best price locally by far",,,,,,,
,,,,,,,,,,,,Anonymous,No problems from start to finish.Everyone who worked there made Our stay great.,,,,,,,
,,,,,,,,,,,,Anonymous,"Very nice facility.  Clean, comfortable beds and plenty of parking.",,,,,,,
,,,,,,,,,,,,Anonymous,Bug free. Helpful staff. Military friendly.Great pool.,,,,,,,
,,,,,,,,,,,,Anonymous,10 out 10 very nice place to stay with family enjoyable relaxing spacious,,,,,,,
,,,,,,,,,,,,Anonymous,"Very helpful staff, clean rooms, plentiful breakfast choices, overall extremely satisfied!",,,,,,,
,,,,,,,,,,,,Anonymous,"Very clean hotel, comfortable beds, staff was excellent.",,,,,,,
,,,,,,,,,,,,Anonymous,"Hotel is out of the way and cozy' with large rooms,pool and nice view. A get away",,,,,,,
,,,,,,,,,,,,Anonymous,"The room was clean, comfortable, and updated. The bed was excellent.",,,,,,,
,,,,,,,,,,,,Anonymous,Well keptl! Very nice experience. Awesome/Spacious party rooms.,,,,,,,
,,,,,,,,,,,,Anonymous,"It was ok, good breakfast, coffee was good, had construction going on in the main lobby, entrance",,,,,,,
,,,,,,,,,,,,Anonymous,Very clean but hard to get to. Staff was very helpful in getting me a room on 1st floor.,,,,,,,
,,,,,,,,,,,,Anonymous,Everybody does a great job and this Hotel. I always stay in this hotel when I'm in the area.,,,,,,,
,,,,,,,,,,,,cherjmitch1,Bad place to build a hotel.  Not bad inside but the staff could have been better,,,,,,,
,,,,,,,,,,,,Anonymous,"Very clean, friendly staff, very nice hotel all around.",,,,,,,
,,,,,,,,,,,,Anonymous,I give an overall very poor review. It was expensive and definitely not worth the cost. No value proposition there!,,,,,,,
,,,,,,,,,,,,Anonymous,"Other than the shampoo in the whirlpool / hot tub, it was a great stay.",,,,,,,
,,,,,,,,,,,,Anonymous,We were disappointed that the hot tub was out of order during our stay.,,,,,,,
,,,,,,,,,,,,Timur,"Hotel was great, staff were great coffee sucks! Will not go back.",,,,,,,
,,,,,,,,,,,,Teammom,"Great accommodations!  Comfortable room features, commendable amenities.",,,,,,,
,,,,,,,,,,,,Anonymous,Nice. Friendly staff. Good food. Went out of their way to recognize me as a Gold Member.,,,,,,,
,,,,,,,,,,,,Anonymous,Great pool area and the Lounge was great! Staff was amazing.,,,,,,,
,,,,,,,,,,,,Anonymous,The hotel was nice just upset we didnt get the whirlpool room that we booked,,,,,,,
,,,,,,,,,,,,Anonymous,The service was great but the door of our room didn't shut tight.,,,,,,,
,,,,,,,,,,,,Rabozo,This was our 3 stay at this motel and as before everyone was very friendly and helpfull.,,,,,,,
,,,,,,,,,,,,Tarrah Spooner,Love this hotel. Amazing breakfast. Great staff.,,,,,,,
,,,,,,,,,,,,Fly Fisherman,Nice facility. Great meeting rooms large enough for big events.,,,,,,,
,,,,,,,,,,,,Anonymous,I found this hotel very nice and clean but a bit pricey.,,,,,,,
,,,,,,,,,,,,Anonymous,"Very clean, appeared to be a newer place. Staff was very friendly and I am very happy I tried this brand.",,,,,,,
,,,,,,,,,,,,jellybean,hotel was hard to find. Need signage off the highway to direct you to the facility. Spent half an hour looking for it and had to stop and ask for directions.,,,,,,,
,,,,,,,,,,,,Bunny,"Clean. Good breakfast. Excellent pool, kids' pool & hot tub.",,,,,,,
,,,,,,,,,,,,Anonymous,Was a great experience for a family. The staff was amazingly helpful and polite in all circumstances.,,,,,,,
,,,,,,,,,,,,Anonymous,"Bathrooms need updates, pool needs to be better regulated, upgrade the key mechanism for the doors",,,,,,,
,,,,,,,,,,,,Anonymous,There were no maintenance personnel in the facility to make repairs as needed.   Front desk people were the only people in attendance.,,,,,,,
,,,,,,,,,,,,travelers,Very spacious rooms and hallways. Staff was very helpful and kind.,,,,,,,
,,,,,,,,,,,,Anonymous,Very pleasant stay. Friendly staff. Quick response and resolution to any issues.,,,,,,,
,,,,,,,,,,,,Mark Cline,"Great Hotel, great Wi-Fi, very comfortable room, beautiful.",,,,,,,
,,,,,,,,,,,,Nolan Goplen,"Comfortable rooms, accommodating staff and great pool area!",,,,,,,
,,,,,,,,,,,,Bryan,There is a nice conference room. I didn't see or use any other part of the hotel.,,,,,,,
,,,,,,,,,,,,Anonymous,"Very good hotel for the price. Very clean, quiet and nice staff.",,,,,,,
,,,,,,,,,,,,John,"average at best, overrated. Not clean. disappointed after seeing the previous star ratings.",,,,,,,
,,,,,,,,,,,,Anonymous,Clean and pool area is awesome but needs updating and some issues corrected.,,,,,,,
,,,,,,,,,,,,Anonymous,"Comfort Suites offers an extremely comfortable and accomodating place that literally feels like ""home, away from home"".",,,,,,,
,,,,,,,,,,,,Anonymous,"Convenient location for our group travel, hotel service and cleanliness were lacking.",,,,,,,
,,,,,,,,,,,,Anonymous,Normally much better rooms. The one we had this time was not great at all.,,,,,,,
,,,,,,,,,,,,Benjamin Dobberstein,Love the pool area with basketball hoops for family fun,,,,,,,
,,,,,,,,,,,,Anonymous,We had a great time. Every  body  was great to us. And check out there  lounge.,,,,,,,
,,,,,,,,,,,,Anonymous,"Very clean, convenient, reasonably priced, beautiful rooms with wonderful amenities.",,,,,,,
,,,,,,,,,,,,Anonymous,Excellent hotel.  Quiet location outside of town is awkward to drive to.,,,,,,,
,,,,,,,,,,,,Anonymous,I travel A LOT and make a point of going back to comfortable hotels. This one just was added to the list of places to stay.,,,,,,,
,,,,,,,,,,,,Theonlyjohn,"Great stay, clean, friendly staff. Definitely will come again",,,,,,,
,,,,,,,,,,,,Indysparks,Thanks guys for the wonderful stay. I will enjoy the fitness room on my next stop,,,,,,,
,,,,,,,,,,,,hotel,"the rooms are very nice, the pool area is very big and very nice breakfast",,,,,,,
,,,,,,,,,,,,Anonymous,Everything was better than we had expected! Would definitely stay there again.,,,,,,,
,,,,,,,,,,,,Rita65,"Very nice, clean , comfortable. Well run well kept. Recent new furnishings.",,,,,,,
,,,,,,,,,,,,John Paloma,"I really enjoy their service and  hospitality. The facility is updated, and extremely clean",,,,,,,
,,,,,,,,,,,,Steven Clankie,"Friendly staff, nice room.",,,,,,,
,,,,,,,,,,,,Anonymous,"Standard stay, no problems. Plenty of breakfast food, but average quality",,,,,,,
,,,,,,,,,,,,Anonymous,Very upsetting. Front desk left a bad taste in my mouth from the moment we entered.,,,,,,,
,,,,,,,,,,,,Anonymous,"Nice hotel, close to shopping and got great advice on a supper club to check out.",,,,,,,
